acidifiable	acidifiable	acidifiables	acidifiables
acidifiant	acidifiante	acidifiants	acidifiantes
acidophile	acidophile	acidophiles	acidophiles
acidulé	acidulée	acidulés	acidulées
acineux	acineuse	acineux	acineuses
aciéreux	aciéreuse	aciéreux	aciéreuses
aciéré	aciérée	aciérés	aciérées
aclinal	aclinale	aclinals	aclinales
aclinique	aclinique	acliniques	acliniques
acméiste	acméiste	acméistes	acméistes
acnodal	acnodale	acnodals	acnodales
acnéique	acnéique	acnéiques	acnéiques
acotylédone	acotylédone	acotylédones	acotylédones
acoustique	acoustique	acoustiques	acoustiques
acquis	acquise	acquis	acquises
acquisitif	acquisitive	acquisitifs	acquisitives
acquittable	acquittable	acquittables	acquittables
acridien	acridienne	acridiens	acridiennes
acrimonieux	acrimonieuse	acrimonieux	acrimonieuses
acrobatique	acrobatique	acrobatiques	acrobatiques
acrocéphale	acrocéphale	acrocéphales	acrocéphales
acrolithe	acrolithe	acrolithes	acrolithes
acromégale	acromégale	acromégales	acromégales
acromégalique	acromégalique	acromégaliques	acromégaliques
acrostiche	acrostiche	acrostiches	acrostiches
acrylique	acrylique	acryliques	acryliques
acteur	actrice	acteurs	actrices
actif	active	actifs	actives
actinique	actinique	actiniques	actiniques
actinomorphe	actinomorphe	actinomorphes	actinomorphes
actinométrique	actinométrique	actinométriques	actinométriques
actionnable	actionnable	actionnables	actionnables
actionnaliste	actionnaliste	actionnalistes	actionnalistes
actionnarial	actionnariale	actionnariaux	actionnariales
activateur	activatrice	activateurs	activatrices
activiste	activiste	activistes	activistes
activé	activée	activés	activées
actuariel	actuarielle	actuariels	actuarielles
actuel	actuelle	actuels	actuelles
aculéiforme	aculéiforme	aculéiformes	aculéiformes
acuminé	acuminée	acuminés	acuminées
acutangle	acutangle	acutangles	acutangles
acyclique	acyclique	acycliques	acycliques
acéphale	acéphale	acéphales	acéphales
acéré	acérée	acérés	acérées
acétique	acétique	acétiques	acétiques
acétylsalicylique	acétylsalicylique	acétylsalicyliques	acétylsalicyliques
acétylénique	acétylénique	acétyléniques	acétyléniques
acône	acône	acônes	acônes
adamantin	adamantine	adamantins	adamantines
adamien	adamienne	adamiens	adamiennes
adamique	adamique	adamiques	adamiques
adamite	adamite	adamites	adamites
adaptable	adaptable	adaptables	adaptables
adaptatif	adaptative	adaptatifs	adaptatives
adapté	adaptée	adaptés	adaptées
additif	additive	additifs	additives
additionnable	additionnable	additionnables	additionnables
additionnel	additionnelle	additionnels	additionnelles
additionné	additionnée	additionnés	additionnées
adducteur	adductrice	adducteurs	adductrices
adextré	adextrée	adextrés	adextrées
adhérent	adhérente	adhérents	adhérentes
adhésif	adhésive	adhésifs	adhésives
adiabatique	adiabatique	adiabatiques	adiabatiques
adipeux	adipeuse	adipeux	adipeuses
adipique	adipique	adipiques	adipiques
adiré	adirée	adirés	adirées
adjacent	adjacente	adjacents	adjacentes
adjectif	adjective	adjectifs	adjectives
adjectival	adjectivale	adjectivaux	adjectivales
adjectivé	adjectivée	adjectivés	adjectivées
adjoint	adjointe	adjoints	adjointes
adjudicatif	adjudicative	adjudicatifs	adjudicatives
adjugé	adjugée	adjugés	adjugées
adjuvant	adjuvante	adjuvants	adjuvantes
administrable	administrable	administrables	administrables
administratif	administrative	administratifs	administratives
administré	administrée	administrés	administrées
admirable	admirable	admirables	admirables
admirant	admirante	admirants	admirantes
admirateur	admiratrice	admirateurs	admiratrices
admiratif	admirative	admiratifs	admiratives
admis	admise	admis	admises
admissible	admissible	admissibles	admissibles
adnominal	adnominale	adnominals	adnominales
adné	adnée	adnés	adnées
adolescent	adolescente	adolescents	adolescentes
adoptable	adoptable	adoptables	adoptables
adoptant	adoptante	adoptants	adoptantes
adoptianiste	adoptianiste	adoptianistes	adoptianistes
adoptif	adoptive	adoptifs	adoptives
adorable	adorable	adorables	adorables
adoral	adorale	adorals	adorales
adossé	adossée	adossés	adossées
adouci	adoucie	adoucis	adoucies
adoucissant	adoucissante	adoucissants	adoucissantes
adragant	adragante	adragants	adragantes
adressé	adressée	adressés	adressées
adroit	adroite	adroits	adroites
adrénergique	adrénergique	adrénergiques	adrénergiques
adscrit	adscrite	adscrits	adscrites
adsorbant	adsorbante	adsorbants	adsorbantes
adulaire	adulaire	adulaires	adulaires
adulateur	adulatrice	adulateurs	adulatrices
adulte	adulte	adultes	adultes
adultère	adultère	adultères	adultères
adultérin	adultérine	adultérins	adultérines
adventice	adventice	adventices	adventices
adventif	adventive	adventifs	adventives
adventiste	adventiste	adventistes	adventistes
adverbal	adverbale	adverbals	adverbales
adverbial	adverbiale	adverbiaux	adverbiales
adversatif	adversative	adversatifs	adversatives
adverse	adverse	adverses	adverses
adynamique	adynamique	adynamiques	adynamiques
adénoïde	adénoïde	adénoïdes	adénoïdes
adéquat	adéquate	adéquats	adéquates
afar	afare	afars	afares
affable	affable	affables	affables
affabulateur	affabulatrice	affabulateurs	affabulatrices
affadissant	affadissante	affadissants	affadissantes
affaibli	affaiblie	affaiblis	affaiblies
affaiblissant	affaiblissante	affaiblissants	affaiblissantes
affaiblisseur	affaiblisseuse	affaiblisseurs	affaiblisseuses
affairiste	affairiste	affairistes	affairistes
affairé	affairée	affairés	affairées
affamé	affamée	affamés	affamées
affectable	affectable	affectables	affectables
affectataire	affectataire	affectataires	affectataires
affectif	affective	affectifs	affectives
affectionné	affectionnée	affectionnés	affectionnées
affectueux	affectueuse	affectueux	affectueuses
affecté	affectée	affectés	affectées
affermable	affermable	affermables	affermables
affermi	affermie	affermis	affermies
affidé	affidée	affidés	affidées
affilié	affiliée	affiliés	affiliées
affilé	affilée	affilés	affilées
affin	affine	affins	affines
affine	affine	affines	affines
affiné	affinée	affinés	affinées
affirmatif	affirmative	affirmatifs	affirmatives
affixal	affixale	affixaux	affixales
affixe	affixe	affixes	affixes
affixé	affixée	affixés	affixées
afflictif	afflictive	afflictifs	afflictives
affligeant	affligeante	affligeants	affligeantes
affluent	affluente	affluents	affluentes
affolant	affolante	affolants	affolantes
affolé	affolée	affolés	affolées
affreux	affreuse	affreux	affreuses
affriolant	affriolante	affriolants	affriolantes
affriqué	affriquée	affriqués	affriquées
affronté	affrontée	affrontés	affrontées
afférent	afférente	afférents	afférentes
affété	affétée	affétés	affétées
affûté	affûtée	affûtés	affûtées
afghan	afghane	afghans	afghanes
afocal	afocale	afocaux	afocales
africain	africaine	africains	africaines
africaniste	africaniste	africanistes	africanistes
afrikander	afrikander	afrikanders	afrikanders
afrikaner	afrikaner	afrikaners	afrikaners
afro-asiatique	afro-asiatique	afro-asiatiques	afro-asiatiques
afro-cubain	afro-cubaine	afro-cubains	afro-cubaines
agatisé	agatisée	agatisés	agatisées
agaçant	agaçante	agaçants	agaçantes
agenais	agenaise	agenais	agenaises
agenois	agenoise	agenois	agenoises
agglomérant	agglomérante	agglomérants	agglomérantes
aggloméré	agglomérée	agglomérés	agglomérées
agglutinant	agglutinante	agglutinants	agglutinantes
agglutiné	agglutinée	agglutinés	agglutinées
aggravant	aggravante	aggravants	aggravantes
agile	agile	agiles	agiles
agissant	agissante	agissants	agissantes
agitant	agitante	agitants	agitantes
agité	agitée	agités	agitées
aglyphe	aglyphe	aglyphes	aglyphes
agnat	agnate	agnats	agnates
agnathe	agnathe	agnathes	agnathes
agnelin	agneline	agnelins	agnelines
agnostique	agnostique	agnostiques	agnostiques
agonisant	agonisante	agonisants	agonisantes
agoniste	agoniste	agonistes	agonistes
agrafeur	agrafeuse	agrafeurs	agrafeuses
agraire	agraire	agraires	agraires
agrammatical	agrammaticale	agrammaticaux	agrammaticales
agrandi	agrandie	agrandis	agrandies
agrarien	agrarienne	agrariens	agrariennes
agressif	agressive	agressifs	agressives
agressé	agressée	agressés	agressées
agreste	agreste	agrestes	agrestes
agricole	agricole	agricoles	agricoles
agro-alimentaire	agro-alimentaire	agro-alimentaires	agro-alimentaires
agroalimentaire	agroalimentaire	agroalimentaires	agroalimentaires
agrochimique	agrochimique	agrochimiques	agrochimiques
agrologique	agrologique	agrologiques	agrologiques
agronomique	agronomique	agronomiques	agronomiques
agréable	agréable	agréables	agréables
agrégatif	agrégative	agrégatifs	agrégatives
agrégé	agrégée	agrégés	agrégées
aguichant	aguichante	aguichants	aguichantes
aguicheur	aguicheuse	aguicheurs	aguicheuses
ahanant	ahanante	ahanants	ahanantes
ahuri	ahurie	ahuris	ahuries
ahurissant	ahurissante	ahurissants	ahurissantes
aigre	aigre	aigres	aigres
aigre-doux	aigre-douce	aigres-doux	aigres-douces
aigrelet	aigrelette	aigrelets	aigrelettes
aigretté	aigrettée	aigrettés	aigrettées
aigri	aigrie	aigris	aigries
aigu	aiguë	aigus	aiguës
aiguilleté	aiguilletée	aiguilletés	aiguilletées
aiguiseur	aiguiseuse	aiguiseurs	aiguiseuses
aiguisé	aiguisée	aiguisés	aiguisées
aillé	aillée	aillés	aillées
ailé	ailée	ailés	ailées
aimable	aimable	aimables	aimables
aimant	aimante	aimants	aimantes
aimanté	aimantée	aimantés	aimantées
aimé	aimée	aimés	aimées
aise	aise	aises	aises
aisé	aisée	aisés	aisées
aixois	aixoise	aixois	aixoises
ajaccien	ajaccienne	ajacciens	ajacciennes
ajacéen	ajacéenne	ajacéens	ajacéennes
ajiste	ajiste	ajistes	ajistes
ajournable	ajournable	ajournables	ajournables
ajourné	ajournée	ajournés	ajournées
ajouré	ajourée	ajourés	ajourées
ajusté	ajustée	ajustés	ajustées
akkadien	akkadienne	akkadiens	akkadiennes
alaire	alaire	alaires	alaires
alambiqué	alambiquée	alambiqués	alambiquées
alangui	alanguie	alanguis	alanguies
alaouite	alaouite	alaouites	alaouites
alarmant	alarmante	alarmants	alarmantes
alarmiste	alarmiste	alarmistes	alarmistes
alarmé	alarmée	alarmés	alarmées
albanais	albanaise	albanais	albanaises
albanophone	albanophone	albanophones	albanophones
albigeois	albigeoise	albigeois	albigeoises
albuginé	albuginée	albuginés	albuginées
albumineux	albumineuse	albumineux	albumineuses
albuminoïde	albuminoïde	albuminoïdes	albuminoïdes
albuminurique	albuminurique	albuminuriques	albuminuriques
albuminé	albuminée	albuminés	albuminées
alcalescent	alcalescente	alcalescents	alcalescentes
alcalifiant	alcalifiante	alcalifiants	alcalifiantes
alcalin	alcaline	alcalins	alcalines
alcalinisant	alcalinisante	alcalinisants	alcalinisantes
alcaïque	alcaïque	alcaïques	alcaïques
alchimique	alchimique	alchimiques	alchimiques
alcoolique	alcoolique	alcooliques	alcooliques
alcoolisable	alcoolisable	alcoolisables	alcoolisables
alcoolisé	alcoolisée	alcoolisés	alcoolisées
aldin	aldine	aldins	aldines
aldéhydique	aldéhydique	aldéhydiques	aldéhydiques
alerte	alerte	alertes	alertes
alexandrin	alexandrine	alexandrins	alexandrines
alezan	alezane	alezans	alezanes
alfatier	alfatière	alfatiers	alfatières
algide	algide	algides	algides
algique	algique	algiques	algiques
algonquin	algonquine	algonquins	algonquines
algorithmique	algorithmique	algorithmiques	algorithmiques
algébrique	algébrique	algébriques	algébriques
algérien	algérienne	algériens	algériennes
algérois	algéroise	algérois	algéroises
aliforme	aliforme	aliformes	aliformes
alifère	alifère	alifères	alifères
aligoté	aligotée	aligotés	aligotées
alimentaire	alimentaire	alimentaires	alimentaires
aliphatique	aliphatique	aliphatiques	aliphatiques
aliquant	aliquante	aliquants	aliquantes
aliquot	aliquote	aliquots	aliquotes
alizé	alizée	alizés	alizées
aliénable	aliénable	aliénables	aliénables
aliénant	aliénante	aliénants	aliénantes
aliéniste	aliéniste	aliénistes	aliénistes
aliéné	aliénée	aliénés	aliénées
allaitant	allaitante	allaitants	allaitantes
allant	allante	allants	allantes
allemand	allemande	allemands	allemandes
allergique	allergique	allergiques	allergiques
allergisant	allergisante	allergisants	allergisantes
alliable	alliable	alliables	alliables
alliacé	alliacée	alliacés	alliacées
allié	alliée	alliés	alliées
allocentriste	allocentriste	allocentristes	allocentristes
allochtone	allochtone	allochtones	allochtones
allodial	allodiale	allodiaux	allodiales
allogène	allogène	allogènes	allogènes
allongeable	allongeable	allongeables	allongeables
allongé	allongée	allongés	allongées
allopathe	allopathe	allopathes	allopathes
allopathique	allopathique	allopathiques	allopathiques
allostérique	allostérique	allostériques	allostériques
allotropique	allotropique	allotropiques	allotropiques
allouable	allouable	allouables	allouables
allumant	allumante	allumants	allumantes
allumettier	allumettière	allumettiers	allumettières
allumeur	allumeuse	allumeurs	allumeuses
allumé	allumée	allumés	allumées
alluré	allurée	allurés	allurées
allusif	allusive	allusifs	allusives
alluvial	alluviale	alluviaux	alluviales
alluvionnaire	alluvionnaire	alluvionnaires	alluvionnaires
allylique	allylique	allyliques	allyliques
allègre	allègre	allègres	allègres
allèle	allèle	allèles	allèles
alléchant	alléchante	alléchants	alléchantes
allégeant	allégeante	allégeants	allégeantes
allégorique	allégorique	allégoriques	allégoriques
allégé	allégée	allégés	allégées
allélomorphe	allélomorphe	allélomorphes	allélomorphes
alogique	alogique	alogiques	alogiques
alourdissant	alourdissante	alourdissants	alourdissantes
alpestre	alpestre	alpestres	alpestres
alphabète	alphabète	alphabètes	alphabètes
alphabétique	alphabétique	alphabétiques	alphabétiques
alphanumérique	alphanumérique	alphanumériques	alphanumériques
alpin	alpine	alpins	alpines
alsacien	alsacienne	alsaciens	alsaciennes
altaïque	altaïque	altaïques	altaïques
alternant	alternante	alternants	alternantes
alternatif	alternative	alternatifs	alternatives
alterne	alterne	alternes	alternes
alterné	alternée	alternés	alternées
altier	altière	altiers	altières
altimontain	altimontaine	altimontains	altimontaines
altogovien	altogovienne	altogoviens	altogoviennes
altruiste	altruiste	altruistes	altruistes
altérable	altérable	altérables	altérables
altéragène	altéragène	altéragènes	altéragènes
altérant	altérante	altérants	altérantes
altéré	altérée	altérés	altérées
alumineux	alumineuse	alumineux	alumineuses
alunifère	alunifère	alunifères	alunifères
alvin	alvine	alvins	alvines
alvéolaire	alvéolaire	alvéolaires	alvéolaires
alvéolé	alvéolée	alvéolés	alvéolées
aléatoire	aléatoire	aléatoires	aléatoires
alémanique	alémanique	alémaniques	alémaniques
alénois	alénoise	alénois	alénoises
aléseur	aléseuse	aléseurs	aléseuses
alésien	alésienne	alésiens	alésiennes
alésé	alésée	alésés	alésées
amaigri	amaigrie	amaigris	amaigries
amaigrissant	amaigrissante	amaigrissants	amaigrissantes
amaril	amarile	amarils	amariles
amarnien	amarnienne	amarniens	amarniennes
amateur	amateur	amateurs	amateurs
amaurotique	amaurotique	amaurotiques	amaurotiques
amazonien	amazonienne	amazoniens	amazoniennes
ambassadorial	ambassadoriale	ambassadoriaux	ambassadoriales
ambiant	ambiante	ambiants	ambiantes
ambidextre	ambidextre	ambidextres	ambidextres
ambigu	ambiguë	ambigus	ambiguës
ambisexué	ambisexuée	ambisexués	ambisexuées
ambitieux	ambitieuse	ambitieux	ambitieuses
ambivalent	ambivalente	ambivalents	ambivalentes
ambleur	ambleuse	ambleurs	ambleuses
amblyope	amblyope	amblyopes	amblyopes
ambrosien	ambrosienne	ambrosiens	ambrosiennes
ambré	ambrée	ambrés	ambrées
ambulancier	ambulancière	ambulanciers	ambulancières
ambulant	ambulante	ambulants	ambulantes
ambulatoire	ambulatoire	ambulatoires	ambulatoires
amendable	amendable	amendables	amendables
amentifère	amentifère	amentifères	amentifères
amer	amère	amers	amères
amharique	amharique	amhariques	amhariques
ami	amie	amis	amies
amiable	amiable	amiables	amiables
amibien	amibienne	amibiens	amibiennes
amiboïde	amiboïde	amiboïdes	amiboïdes
amical	amicale	amicaux	amicales
amidonnier	amidonnière	amidonniers	amidonnières
amincissant	amincissante	amincissants	amincissantes
aminé	aminée	aminés	aminées
amiral	amirale	amiraux	amirales
amiénois	amiénoise	amiénois	amiénoises
ammoniac	ammoniac	ammoniacs	ammoniacs
ammoniacal	ammoniacale	ammoniacaux	ammoniacales
ammophile	ammophile	ammophiles	ammophiles
amniotique	amniotique	amniotiques	amniotiques
amnistiable	amnistiable	amnistiables	amnistiables
amnistiant	amnistiante	amnistiants	amnistiantes
amnistié	amnistiée	amnistiés	amnistiées
amnésique	amnésique	amnésiques	amnésiques
amoindrissant	amoindrissante	amoindrissants	amoindrissantes
amollissant	amollissante	amollissants	amollissantes
amoral	amorale	amoraux	amorales
amoraliste	amoraliste	amoralistes	amoralistes
amorphe	amorphe	amorphes	amorphes
amorti	amortie	amortis	amorties
amortissable	amortissable	amortissables	amortissables
amortisseur	amortisseuse	amortisseurs	amortisseuses
amoureux	amoureuse	amoureux	amoureuses
amovible	amovible	amovibles	amovibles
amphibie	amphibie	amphibies	amphibies
amphibologique	amphibologique	amphibologiques	amphibologiques
amphictyonique	amphictyonique	amphictyoniques	amphictyoniques
amphigourique	amphigourique	amphigouriques	amphigouriques
amphipode	amphipode	amphipodes	amphipodes
amphotère	amphotère	amphotères	amphotères
ample	ample	amples	amples
amplectif	amplective	amplectifs	amplectives
ampliatif	ampliative	ampliatifs	ampliatives
amplifiant	amplifiante	amplifiants	amplifiantes
amplificateur	amplificatrice	amplificateurs	amplificatrices
amplifié	amplifiée	amplifiés	amplifiées
ampoulé	ampoulée	ampoulés	ampoulées
ampullaire	ampullaire	ampullaires	ampullaires
amputé	amputée	amputés	amputées
amstellodamien	amstellodamienne	amstellodamiens	amstellodamiennes
amstellodamois	amstellodamoise	amstellodamois	amstellodamoises
amusant	amusante	amusants	amusantes
amusé	amusée	amusés	amusées
amylacé	amylacée	amylacés	amylacées
amylique	amylique	amyliques	amyliques
amène	amène	amènes	amènes
améliorable	améliorable	améliorables	améliorables
améliorant	améliorante	améliorants	améliorantes
aménageable	aménageable	aménageables	aménageables
américain	américaine	américains	américaines
américaniste	américaniste	américanistes	américanistes
américanophile	américanophile	américanophiles	américanophiles
amérindien	amérindienne	amérindiens	amérindiennes
amétrope	amétrope	amétropes	amétropes
anabaptiste	anabaptiste	anabaptistes	anabaptistes
anabolisant	anabolisante	anabolisants	anabolisantes
anachorétique	anachorétique	anachorétiques	anachorétiques
anachronique	anachronique	anachroniques	anachroniques
anacréontique	anacréontique	anacréontiques	anacréontiques
anaglyptique	anaglyptique	anaglyptiques	anaglyptiques
anagogique	anagogique	anagogiques	anagogiques
anagrammatique	anagrammatique	anagrammatiques	anagrammatiques
anal	anale	anaux	anales
analeptique	analeptique	analeptiques	analeptiques
analgésique	analgésique	analgésiques	analgésiques
anallergique	anallergique	anallergiques	anallergiques
analogique	analogique	analogiques	analogiques
analogue	analogue	analogues	analogues
analphabète	analphabète	analphabètes	analphabètes
analysable	analysable	analysables	analysables
analytique	analytique	analytiques	analytiques
anaphorique	anaphorique	anaphoriques	anaphoriques
anaphrodisiaque	anaphrodisiaque	anaphrodisiaques	anaphrodisiaques
anaphylactique	anaphylactique	anaphylactiques	anaphylactiques
anarchique	anarchique	anarchiques	anarchiques
anarchisant	anarchisante	anarchisants	anarchisantes
anarchiste	anarchiste	anarchistes	anarchistes
anarcho-syndicaliste	anarcho-syndicaliste	anarcho-syndicalistes	anarcho-syndicalistes
anastigmat	anastigmate	anastigmats	anastigmates
anastomosé	anastomosée	anastomosés	anastomosées
anathème	anathème	anathèmes	anathèmes
anatolien	anatolienne	anatoliens	anatoliennes
anatomique	anatomique	anatomiques	anatomiques
anaérobie	anaérobie	anaérobies	anaérobies
ancestral	ancestrale	ancestraux	ancestrales
ancien	ancienne	anciens	anciennes
ancillaire	ancillaire	ancillaires	ancillaires
andalou	andalouse	andalous	andalouses
andin	andine	andins	andines
andorran	andorrane	andorrans	andorranes
androcéphale	androcéphale	androcéphales	androcéphales
androgyne	androgyne	androgynes	androgynes
androgène	androgène	androgènes	androgènes
androïde	androïde	androïdes	androïdes
anecdotique	anecdotique	anecdotiques	anecdotiques
anesthésiant	anesthésiante	anesthésiants	anesthésiantes
anesthésique	anesthésique	anesthésiques	anesthésiques
angevin	angevine	angevins	angevines
angineux	angineuse	angineux	angineuses
anglais	anglaise	anglais	anglaises
anglican	anglicane	anglicans	anglicanes
anglicisant	anglicisante	anglicisants	anglicisantes
anglo-arabe	anglo-arabe	anglo-arabes	anglo-arabes
anglo-normand	anglo-normande	anglo-normands	anglo-normandes
anglo-saxon	anglo-saxonne	anglo-saxons	anglo-saxonnes
anglomane	anglomane	anglomanes	anglomanes
anglophile	anglophile	anglophiles	anglophiles
anglophobe	anglophobe	anglophobes	anglophobes
anglophone	anglophone	anglophones	anglophones
angoissant	angoissante	angoissants	angoissantes
angoissé	angoissée	angoissés	angoissées
angolais	angolaise	angolais	angolaises
angoumois	angoumoise	angoumois	angoumoises
anguiforme	anguiforme	anguiformes	anguiformes
angulaire	angulaire	angulaires	angulaires
anguleux	anguleuse	anguleux	anguleuses
angustifolié	angustifoliée	angustifoliés	angustifoliées
angélique	angélique	angéliques	angéliques
anharmonique	anharmonique	anharmoniques	anharmoniques
anhydre	anhydre	anhydres	anhydres
anictérique	anictérique	anictériques	anictériques
animal	animale	animaux	animales
animalier	animalière	animaliers	animalières
animiste	animiste	animistes	animistes
animé	animée	animés	animées
anisotrope	anisotrope	anisotropes	anisotropes
anisé	anisée	anisés	anisées
ankylosant	ankylosante	ankylosants	ankylosantes
ankylosé	ankylosée	ankylosés	ankylosées
annal	annale	annaux	annales
annamite	annamite	annamites	annamites
annelé	annelée	annelés	annelées
annexe	annexe	annexes	annexes
annexionniste	annexionniste	annexionnistes	annexionnistes
anniversaire	anniversaire	anniversaires	anniversaires
annonciateur	annonciatrice	annonciateurs	annonciatrices
annuel	annuelle	annuels	annuelles
annulable	annulable	annulables	annulables
annulaire	annulaire	annulaires	annulaires
annécien	annécienne	annéciens	annéciennes
anobli	anoblie	anoblis	anoblies
anoblissant	anoblissante	anoblissants	anoblissantes
anodin	anodine	anodins	anodines
anodonte	anodonte	anodontes	anodontes
anomal	anomale	anomaux	anomales
anomique	anomique	anomiques	anomiques
anonyme	anonyme	anonymes	anonymes
anorexique	anorexique	anorexiques	anorexiques
anormal	anormale	anormaux	anormales
anoure	anoure	anoures	anoures
ansé	ansée	ansés	ansées
ansériforme	ansériforme	ansériformes	ansériformes
